 LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,State,County,Overdose_mortality
CN2921700000000,29,217,"Vernon County, MO",Missouri,Vernon,
CN2921900000000,29,219,"Warren County, MO",Missouri,Warren,31
CN2922100000000,29,221,"Washington County, MO",Missouri,Washington,33
CN2922300000000,29,223,"Wayne County, MO",Missouri,Wayne,37
CN2922500000000,29,225,"Webster County, MO",Missouri,Webster,23
CN2922700000000,29,227,"Worth County, MO",Missouri,Worth,
CN2922900000000,29,229,"Wright County, MO",Missouri,Wright,
CN2951000000000,29,510,"St. Louis city, MO",Missouri,St. Louis City,34
CN3000100000000,30,1,"Beaverhead County, MT",Montana,Beaverhead,
CN3000300000000,30,3,"Big Horn County, MT",Montana,Big Horn,
CN3000500000000,30,5,"Blaine County, MT",Montana,Blaine,
CN3000700000000,30,7,"Broadwater County, MT",Montana,Broadwater,
CN3000900000000,30,9,"Carbon County, MT",Montana,Carbon,
CN3001100000000,30,11,"Carter County, MT",Montana,Carter,
CN3001300000000,30,13,"Cascade County, MT",Montana,Cascade,13
CN3001500000000,30,15,"Chouteau County, MT",Montana,Chouteau,
CN3001700000000,30,17,"Custer County, MT",Montana,Custer,
CN3001900000000,30,19,"Daniels County, MT",Montana,Daniels,
CN3002100000000,30,21,"Dawson County, MT",Montana,Dawson,
CN3002300000000,30,23,"Deer Lodge County, MT",Montana,Deer Lodge,
CN3002500000000,30,25,"Fallon County, MT",Montana,Fallon,
CN3002700000000,30,27,"Fergus County, MT",Montana,Fergus,
CN3002900000000,30,29,"Flathead County, MT",Montana,Flathead,14
CN3003100000000,30,31,"Gallatin County, MT",Montana,Gallatin,7
CN3003300000000,30,33,"Garfield County, MT",Montana,Garfield,
CN3003500000000,30,35,"Glacier County, MT",Montana,Glacier,
CN3003700000000,30,37,"Golden Valley County, MT",Montana,Golden Valley,
CN3003900000000,30,39,"Granite County, MT",Montana,Granite,
CN3004100000000,30,41,"Hill County, MT",Montana,Hill,
CN3004300000000,30,43,"Jefferson County, MT",Montana,Jefferson,
CN3004500000000,30,45,"Judith Basin County, MT",Montana,Judith Basin,
CN3004700000000,30,47,"Lake County, MT",Montana,Lake,25
CN3004900000000,30,49,"Lewis and Clark County, MT",Montana,Lewis and Clark,11
CN3005100000000,30,51,"Liberty County, MT",Montana,Liberty,
CN3005300000000,30,53,"Lincoln County, MT",Montana,Lincoln,
CN3005500000000,30,55,"McCone County, MT",Montana,McCone,
CN3005700000000,30,57,"Madison County, MT",Montana,Madison,
CN3005900000000,30,59,"Meagher County, MT",Montana,Meagher,
CN3006100000000,30,61,"Mineral County, MT",Montana,Mineral,
CN3006300000000,30,63,"Missoula County, MT",Montana,Missoula,14
CN3006500000000,30,65,"Musselshell County, MT",Montana,Musselshell,
CN3006700000000,30,67,"Park County, MT",Montana,Park,21
CN3006900000000,30,69,"Petroleum County, MT",Montana,Petroleum,
CN3007100000000,30,71,"Phillips County, MT",Montana,Phillips,
CN3007300000000,30,73,"Pondera County, MT",Montana,Pondera,
CN3007500000000,30,75,"Powder River County, MT",Montana,Powder River,
CN3007700000000,30,77,"Powell County, MT",Montana,Powell,
CN3007900000000,30,79,"Prairie County, MT",Montana,Prairie,
CN3008100000000,30,81,"Ravalli County, MT",Montana,Ravalli,10
CN3008300000000,30,83,"Richland County, MT",Montana,Richland,
CN3008500000000,30,85,"Roosevelt County, MT",Montana,Roosevelt,32
CN3008700000000,30,87,"Rosebud County, MT",Montana,Rosebud,
CN3008900000000,30,89,"Sanders County, MT",Montana,Sanders,
CN3009100000000,30,91,"Sheridan County, MT",Montana,Sheridan,
CN3009300000000,30,93,"Silver Bow County, MT",Montana,Silver Bow,20
CN3009500000000,30,95,"Stillwater County, MT",Montana,Stillwater,
CN3009700000000,30,97,"Sweet Grass County, MT",Montana,Sweet Grass,
CN3009900000000,30,99,"Teton County, MT",Montana,Teton,
CN3010100000000,30,101,"Toole County, MT",Montana,Toole,
CN3010300000000,30,103,"Treasure County, MT",Montana,Treasure,
CN3010500000000,30,105,"Valley County, MT",Montana,Valley,
CN3010700000000,30,107,"Wheatland County, MT",Montana,Wheatland,
CN3010900000000,30,109,"Wibaux County, MT",Montana,Wibaux,
CN3011100000000,30,111,"Yellowstone County, MT",Montana,Yellowstone,16
CN3100100000000,31,1,"Adams County, NE",Nebraska,Adams,
CN3100300000000,31,3,"Antelope County, NE",Nebraska,Antelope,
CN3100500000000,31,5,"Arthur County, NE",Nebraska,Arthur,
CN3100700000000,31,7,"Banner County, NE",Nebraska,Banner,
CN3100900000000,31,9,"Blaine County, NE",Nebraska,Blaine,
CN3101100000000,31,11,"Boone County, NE",Nebraska,Boone,
CN3101300000000,31,13,"Box Butte County, NE",Nebraska,Box Butte,
CN3101500000000,31,15,"Boyd County, NE",Nebraska,Boyd,
CN3101700000000,31,17,"Brown County, NE",Nebraska,Brown,
CN3101900000000,31,19,"Buffalo County, NE",Nebraska,Buffalo,8
CN3102100000000,31,21,"Burt County, NE",Nebraska,Burt,
CN3102300000000,31,23,"Butler County, NE",Nebraska,Butler,
CN3102500000000,31,25,"Cass County, NE",Nebraska,Cass,
CN3102700000000,31,27,"Cedar County, NE",Nebraska,Cedar,
CN3102900000000,31,29,"Chase County, NE",Nebraska,Chase,
CN3103100000000,31,31,"Cherry County, NE",Nebraska,Cherry,
CN3103300000000,31,33,"Cheyenne County, NE",Nebraska,Cheyenne,
CN3103500000000,31,35,"Clay County, NE",Nebraska,Clay,
CN3103700000000,31,37,"Colfax County, NE",Nebraska,Colfax,
CN3103900000000,31,39,"Cuming County, NE",Nebraska,Cuming,
CN3104100000000,31,41,"Custer County, NE",Nebraska,Custer,
CN3104300000000,31,43,"Dakota County, NE",Nebraska,Dakota,
CN3104500000000,31,45,"Dawes County, NE",Nebraska,Dawes,
CN3104700000000,31,47,"Dawson County, NE",Nebraska,Dawson,
CN3104900000000,31,49,"Deuel County, NE",Nebraska,Deuel,
CN3105100000000,31,51,"Dixon County, NE",Nebraska,Dixon,
CN3105300000000,31,53,"Dodge County, NE",Nebraska,Dodge,
CN3105500000000,31,55,"Douglas County, NE",Nebraska,Douglas,8
CN3105700000000,31,57,"Dundy County, NE",Nebraska,Dundy,
CN3105900000000,31,59,"Fillmore County, NE",Nebraska,Fillmore,
CN3106100000000,31,61,"Franklin County, NE",Nebraska,Franklin,
CN3106300000000,31,63,"Frontier County, NE",Nebraska,Frontier,
CN3106500000000,31,65,"Furnas County, NE",Nebraska,Furnas,
CN3106700000000,31,67,"Gage County, NE",Nebraska,Gage,
CN3106900000000,31,69,"Garden County, NE",Nebraska,Garden,
CN3107100000000,31,71,"Garfield County, NE",Nebraska,Garfield,
CN3107300000000,31,73,"Gosper County, NE",Nebraska,Gosper,
CN3107500000000,31,75,"Grant County, NE",Nebraska,Grant,
CN3107700000000,31,77,"Greeley County, NE",Nebraska,Greeley,
CN3107900000000,31,79,"Hall County, NE",Nebraska,Hall,
CN3108100000000,31,81,"Hamilton County, NE",Nebraska,Hamilton,
CN3108300000000,31,83,"Harlan County, NE",Nebraska,Harlan,
CN3108500000000,31,85,"Hayes County, NE",Nebraska,Hayes,
CN3108700000000,31,87,"Hitchcock County, NE",Nebraska,Hitchcock,
CN3108900000000,31,89,"Holt County, NE",Nebraska,Holt,
CN3109100000000,31,91,"Hooker County, NE",Nebraska,Hooker,
CN3109300000000,31,93,"Howard County, NE",Nebraska,Howard,
CN3109500000000,31,95,"Jefferson County, NE",Nebraska,Jefferson,
CN3109700000000,31,97,"Johnson County, NE",Nebraska,Johnson,
CN3109900000000,31,99,"Kearney County, NE",Nebraska,Kearney,
CN3110100000000,31,101,"Keith County, NE",Nebraska,Keith,
CN3110300000000,31,103,"Keya Paha County, NE",Nebraska,Keya Paha,
CN3110500000000,31,105,"Kimball County, NE",Nebraska,Kimball,
CN3110700000000,31,107,"Knox County, NE",Nebraska,Knox,
CN3110900000000,31,109,"Lancaster County, NE",Nebraska,Lancaster,8
CN3111100000000,31,111,"Lincoln County, NE",Nebraska,Lincoln,10
CN3111300000000,31,113,"Logan County, NE",Nebraska,Logan,
CN3111500000000,31,115,"Loup County, NE",Nebraska,Loup,
CN3111700000000,31,117,"McPherson County, NE",Nebraska,McPherson,
CN3111900000000,31,119,"Madison County, NE",Nebraska,Madison,
CN3112100000000,31,121,"Merrick County, NE",Nebraska,Merrick,
CN3112300000000,31,123,"Morrill County, NE",Nebraska,Morrill,
CN3112500000000,31,125,"Nance County, NE",Nebraska,Nance,
CN3112700000000,31,127,"Nemaha County, NE",Nebraska,Nemaha,
CN3112900000000,31,129,"Nuckolls County, NE",Nebraska,Nuckolls,
CN3113100000000,31,131,"Otoe County, NE",Nebraska,Otoe,
CN3113300000000,31,133,"Pawnee County, NE",Nebraska,Pawnee,
CN3113500000000,31,135,"Perkins County, NE",Nebraska,Perkins,
CN3113700000000,31,137,"Phelps County, NE",Nebraska,Phelps,
CN3113900000000,31,139,"Pierce County, NE",Nebraska,Pierce,
CN3114100000000,31,141,"Platte County, NE",Nebraska,Platte,
CN3114300000000,31,143,"Polk County, NE",Nebraska,Polk,
CN3114500000000,31,145,"Red Willow County, NE",Nebraska,Red Willow,
CN3114700000000,31,147,"Richardson County, NE",Nebraska,Richardson,
CN3114900000000,31,149,"Rock County, NE",Nebraska,Rock,
CN3115100000000,31,151,"Saline County, NE",Nebraska,Saline,
CN3115300000000,31,153,"Sarpy County, NE",Nebraska,Sarpy,5
CN3115500000000,31,155,"Saunders County, NE",Nebraska,Saunders,
CN3115700000000,31,157,"Scotts Bluff County, NE",Nebraska,Scotts Bluff,
CN3115900000000,31,159,"Seward County, NE",Nebraska,Seward,
CN3116100000000,31,161,"Sheridan County, NE",Nebraska,Sheridan,
CN3116300000000,31,163,"Sherman County, NE",Nebraska,Sherman,
CN3116500000000,31,165,"Sioux County, NE",Nebraska,Sioux,
CN3116700000000,31,167,"Stanton County, NE",Nebraska,Stanton,
CN3116900000000,31,169,"Thayer County, NE",Nebraska,Thayer,
CN3117100000000,31,171,"Thomas County, NE",Nebraska,Thomas,
CN3117300000000,31,173,"Thurston County, NE",Nebraska,Thurston,
CN3117500000000,31,175,"Valley County, NE",Nebraska,Valley,
CN3117700000000,31,177,"Washington County, NE",Nebraska,Washington,
CN3117900000000,31,179,"Wayne County, NE",Nebraska,Wayne,
CN3118100000000,31,181,"Webster County, NE",Nebraska,Webster,
CN3118300000000,31,183,"Wheeler County, NE",Nebraska,Wheeler,
CN3118500000000,31,185,"York County, NE",Nebraska,York,
CN3200100000000,32,1,"Churchill County, NV",Nevada,Churchill,26
CN3200300000000,32,3,"Clark County, NV",Nevada,Clark,21
CN3200500000000,32,5,"Douglas County, NV",Nevada,Douglas,18
CN3200700000000,32,7,"Elko County, NV",Nevada,Elko,12
CN3200900000000,32,9,"Esmeralda County, NV",Nevada,Esmeralda,
CN3201100000000,32,11,"Eureka County, NV",Nevada,Eureka,
CN3201300000000,32,13,"Humboldt County, NV",Nevada,Humboldt,
CN3201500000000,32,15,"Lander County, NV",Nevada,Lander,
CN3201700000000,32,17,"Lincoln County, NV",Nevada,Lincoln,
CN3201900000000,32,19,"Lyon County, NV",Nevada,Lyon,17
CN3202100000000,32,21,"Mineral County, NV",Nevada,Mineral,
CN3202300000000,32,23,"Nye County, NV",Nevada,Nye,28
CN3202700000000,32,27,"Pershing County, NV",Nevada,Pershing,
CN3202900000000,32,29,"Storey County, NV",Nevada,Storey,
CN3203100000000,32,31,"Washoe County, NV",Nevada,Washoe,22
CN3203300000000,32,33,"White Pine County, NV",Nevada,White Pine,33
CN3251000000000,32,510,"Carson City, NV",Nevada,Carson City,32
CN3300100000000,33,1,"Belknap County, NH",New Hampshire,Belknap,23
CN3300300000000,33,3,"Carroll County, NH",New Hampshire,Carroll,22
CN3300500000000,33,5,"Cheshire County, NH",New Hampshire,Cheshire,17
CN3300700000000,33,7,"Coos County, NH",New Hampshire,Coos,32
CN3300900000000,33,9,"Grafton County, NH",New Hampshire,Grafton,15
CN3301100000000,33,11,"Hillsborough County, NH",New Hampshire,Hillsborough,28
CN3301300000000,33,13,"Merrimack County, NH",New Hampshire,Merrimack,22
CN3301500000000,33,15,"Rockingham County, NH",New Hampshire,Rockingham,23
CN3301700000000,33,17,"Strafford County, NH",New Hampshire,Strafford,29
CN3301900000000,33,19,"Sullivan County, NH",New Hampshire,Sullivan,15
CN3400100000000,34,1,"Atlantic County, NJ",New Jersey,Atlantic,24
CN3400300000000,34,3,"Bergen County, NJ",New Jersey,Bergen,10
CN3400500000000,34,5,"Burlington County, NJ",New Jersey,Burlington,19
CN3400700000000,34,7,"Camden County, NJ",New Jersey,Camden,28
CN3400900000000,34,9,"Cape May County, NJ",New Jersey,Cape May,26
CN3401100000000,34,11,"Cumberland County, NJ",New Jersey,Cumberland,17
CN3401300000000,34,13,"Essex County, NJ",New Jersey,Essex,13
CN3401500000000,34,15,"Gloucester County, NJ",New Jersey,Gloucester,26
CN3401700000000,34,17,"Hudson County, NJ",New Jersey,Hudson,10
CN3401900000000,34,19,"Hunterdon County, NJ",New Jersey,Hunterdon,10
CN3402100000000,34,21,"Mercer County, NJ",New Jersey,Mercer,14
CN3402300000000,34,23,"Middlesex County, NJ",New Jersey,Middlesex,12
CN3402500000000,34,25,"Monmouth County, NJ",New Jersey,Monmouth,16
CN3402700000000,34,27,"Morris County, NJ",New Jersey,Morris,10
CN3402900000000,34,29,"Ocean County, NJ",New Jersey,Ocean,24
CN3403100000000,34,31,"Passaic County, NJ",New Jersey,Passaic,12
CN3403300000000,34,33,"Salem County, NJ",New Jersey,Salem,20
CN3403500000000,34,35,"Somerset County, NJ",New Jersey,Somerset,11
CN3403700000000,34,37,"Sussex County, NJ",New Jersey,Sussex,14
CN3403900000000,34,39,"Union County, NJ",New Jersey,Union,10
CN3404100000000,34,41,"Warren County, NJ",New Jersey,Warren,17
CN3500100000000,35,1,"Bernalillo County, NM",New Mexico,Bernalillo,27
CN3500300000000,35,3,"Catron County, NM",New Mexico,Catron,
CN3500500000000,35,5,"Chaves County, NM",New Mexico,Chaves,18
CN3500600000000,35,6,"Cibola County, NM",New Mexico,Cibola,16
CN3500700000000,35,7,"Colfax County, NM",New Mexico,Colfax,29
CN3500900000000,35,9,"Curry County, NM",New Mexico,Curry,13
CN3501100000000,35,11,"De Baca County, NM",New Mexico,De Baca,
CN3501300000000,35,13,"Dona Ana County, NM",New Mexico,Dona Ana,17
CN3501500000000,35,15,"Eddy County, NM",New Mexico,Eddy,24
CN3501700000000,35,17,"Grant County, NM",New Mexico,Grant,33
CN3501900000000,35,19,"Guadalupe County, NM",New Mexico,Guadalupe,
CN3502100000000,35,21,"Harding County, NM",New Mexico,Harding,
CN3502300000000,35,23,"Hidalgo County, NM",New Mexico,Hidalgo,
CN3502500000000,35,25,"Lea County, NM",New Mexico,Lea,17
CN3502700000000,35,27,"Lincoln County, NM",New Mexico,Lincoln,30
CN3502800000000,35,28,"Los Alamos County, NM",New Mexico,Los Alamos,
CN3502900000000,35,29,"Luna County, NM",New Mexico,Luna,14
CN3503100000000,35,31,"McKinley County, NM",New Mexico,McKinley,12
CN3503300000000,35,33,"Mora County, NM",New Mexico,Mora,
CN3503500000000,35,35,"Otero County, NM",New Mexico,Otero,21
CN3503700000000,35,37,"Quay County, NM",New Mexico,Quay,
CN3503900000000,35,39,"Rio Arriba County, NM",New Mexico,Rio Arriba,82
CN3504100000000,35,41,"Roosevelt County, NM",New Mexico,Roosevelt,
CN3504300000000,35,43,"Sandoval County, NM",New Mexico,Sandoval,20
CN3504500000000,35,45,"San Juan County, NM",New Mexico,San Juan,16
CN3504700000000,35,47,"San Miguel County, NM",New Mexico,San Miguel,32
CN3504900000000,35,49,"Santa Fe County, NM",New Mexico,Santa Fe,32
CN3505100000000,35,51,"Sierra County, NM",New Mexico,Sierra,41
CN3505300000000,35,53,"Socorro County, NM",New Mexico,Socorro,23
CN3505500000000,35,55,"Taos County, NM",New Mexico,Taos,28
CN3505700000000,35,57,"Torrance County, NM",New Mexico,Torrance,30
CN3505900000000,35,59,"Union County, NM",New Mexico,Union,
CN3506100000000,35,61,"Valencia County, NM",New Mexico,Valencia,23
CN3600100000000,36,1,"Albany County, NY",New York,Albany,12
CN3600300000000,36,3,"Allegany County, NY",New York,Allegany,
CN3600500000000,36,5,"Bronx County, NY",New York,Bronx,12
CN3600700000000,36,7,"Broome County, NY",New York,Broome,19
CN3600900000000,36,9,"Cattaraugus County, NY",New York,Cattaraugus,11
CN3601100000000,36,11,"Cayuga County, NY",New York,Cayuga,17
CN3601300000000,36,13,"Chautauqua County, NY",New York,Chautauqua,15
CN3601500000000,36,15,"Chemung County, NY",New York,Chemung,14
CN3601700000000,36,17,"Chenango County, NY",New York,Chenango,14
CN3601900000000,36,19,"Clinton County, NY",New York,Clinton,11
CN3602100000000,36,21,"Columbia County, NY",New York,Columbia,15
CN3602300000000,36,23,"Cortland County, NY",New York,Cortland,10
CN3602500000000,36,25,"Delaware County, NY",New York,Delaware,9
CN3602700000000,36,27,"Dutchess County, NY",New York,Dutchess,21
CN3602900000000,36,29,"Erie County, NY",New York,Erie,20
CN3603100000000,36,31,"Essex County, NY",New York,Essex,17
CN3603300000000,36,33,"Franklin County, NY",New York,Franklin,10
CN3603500000000,36,35,"Fulton County, NY",New York,Fulton,9
CN3603700000000,36,37,"Genesee County, NY",New York,Genesee,10
CN3603900000000,36,39,"Greene County, NY",New York,Greene,19
CN3604100000000,36,41,"Hamilton County, NY",New York,Hamilton,
CN3604300000000,36,43,"Herkimer County, NY",New York,Herkimer,9
CN3604500000000,36,45,"Jefferson County, NY",New York,Jefferson,13
CN3604700000000,36,47,"Kings County, NY",New York,Kings,8
CN3604900000000,36,49,"Lewis County, NY",New York,Lewis,
CN3605100000000,36,51,"Livingston County, NY",New York,Livingston,5
CN3605300000000,36,53,"Madison County, NY",New York,Madison,13
CN3605500000000,36,55,"Monroe County, NY",New York,Monroe,14
CN3605700000000,36,57,"Montgomery County, NY",New York,Montgomery,14
CN3605900000000,36,59,"Nassau County, NY",New York,Nassau,13
CN3606100000000,36,61,"New York County, NY",New York,New York,10
CN3606300000000,36,63,"Niagara County, NY",New York,Niagara,20
CN3606500000000,36,65,"Oneida County, NY",New York,Oneida,16
CN3606700000000,36,67,"Onondaga County, NY",New York,Onondaga,17
CN3606900000000,36,69,"Ontario County, NY",New York,Ontario,12
CN3607100000000,36,71,"Orange County, NY",New York,Orange,18
CN3607300000000,36,73,"Orleans County, NY",New York,Orleans,10
CN3607500000000,36,75,"Oswego County, NY",New York,Oswego,17
CN3607700000000,36,77,"Otsego County, NY",New York,Otsego,12
CN3607900000000,36,79,"Putnam County, NY",New York,Putnam,18
CN3608100000000,36,81,"Queens County, NY",New York,Queens,7
CN3608300000000,36,83,"Rensselaer County, NY",New York,Rensselaer,10
CN3608500000000,36,85,"Richmond County, NY",New York,Richmond,17
CN3608700000000,36,87,"Rockland County, NY",New York,Rockland,10
CN3608900000000,36,89,"St. Lawrence County, NY",New York,St. Lawrence,11
CN3609100000000,36,91,"Saratoga County, NY",New York,Saratoga,10
CN3609300000000,36,93,"Schenectady County, NY",New York,Schenectady,10
CN3609500000000,36,95,"Schoharie County, NY",New York,Schoharie,
CN3609700000000,36,97,"Schuyler County, NY",New York,Schuyler,
CN3609900000000,36,99,"Seneca County, NY",New York,Seneca,12
CN3610100000000,36,101,"Steuben County, NY",New York,Steuben,10
CN3610300000000,36,103,"Suffolk County, NY",New York,Suffolk,18
CN3610500000000,36,105,"Sullivan County, NY",New York,Sullivan,26
CN3610700000000,36,107,"Tioga County, NY",New York,Tioga,17
CN3610900000000,36,109,"Tompkins County, NY",New York,Tompkins,12
CN3611100000000,36,111,"Ulster County, NY",New York,Ulster,15
CN3611300000000,36,113,"Warren County, NY",New York,Warren,9
CN3611500000000,36,115,"Washington County, NY",New York,Washington,
CN3611700000000,36,117,"Wayne County, NY",New York,Wayne,7
CN3611900000000,36,119,"Westchester County, NY",New York,Westchester,11
CN3612100000000,36,121,"Wyoming County, NY",New York,Wyoming,10
CN3612300000000,36,123,"Yates County, NY",New York,Yates,
CN3700100000000,37,1,"Alamance County, NC",North Carolina,Alamance,12
CN3700300000000,37,3,"Alexander County, NC",North Carolina,Alexander,26
CN3700500000000,37,5,"Alleghany County, NC",North Carolina,Alleghany,
CN3700700000000,37,7,"Anson County, NC",North Carolina,Anson,
CN3700900000000,37,9,"Ashe County, NC",North Carolina,Ashe,21
CN3701100000000,37,11,"Avery County, NC",North Carolina,Avery,
CN3701300000000,37,13,"Beaufort County, NC",North Carolina,Beaufort,18
CN3701500000000,37,15,"Bertie County, NC",North Carolina,Bertie,
CN3701700000000,37,17,"Bladen County, NC",North Carolina,Bladen,22
CN3701900000000,37,19,"Brunswick County, NC",North Carolina,Brunswick,24
CN3702100000000,37,21,"Buncombe County, NC",North Carolina,Buncombe,14
CN3702300000000,37,23,"Burke County, NC",North Carolina,Burke,36
CN3702500000000,37,25,"Cabarrus County, NC",North Carolina,Cabarrus,16
CN3702700000000,37,27,"Caldwell County, NC",North Carolina,Caldwell,23
CN3702900000000,37,29,"Camden County, NC",North Carolina,Camden,
CN3703100000000,37,31,"Carteret County, NC",North Carolina,Carteret,26
CN3703300000000,37,33,"Caswell County, NC",North Carolina,Caswell,
CN3703500000000,37,35,"Catawba County, NC",North Carolina,Catawba,17
CN3703700000000,37,37,"Chatham County, NC",North Carolina,Chatham,8
CN3703900000000,37,39,"Cherokee County, NC",North Carolina,Cherokee,17
CN3704100000000,37,41,"Chowan County, NC",North Carolina,Chowan,23
CN3704300000000,37,43,"Clay County, NC",North Carolina,Clay,
CN3704500000000,37,45,"Cleveland County, NC",North Carolina,Cleveland,21
CN3704700000000,37,47,"Columbus County, NC",North Carolina,Columbus,16
CN3704900000000,37,49,"Craven County, NC",North Carolina,Craven,21
CN3705100000000,37,51,"Cumberland County, NC",North Carolina,Cumberland,14
CN3705300000000,37,53,"Currituck County, NC",North Carolina,Currituck,
CN3705500000000,37,55,"Dare County, NC",North Carolina,Dare,20
CN3705700000000,37,57,"Davidson County, NC",North Carolina,Davidson,18
CN3705900000000,37,59,"Davie County, NC",North Carolina,Davie,14
CN3706100000000,37,61,"Duplin County, NC",North Carolina,Duplin,9
CN3706300000000,37,63,"Durham County, NC",North Carolina,Durham,8
CN3706500000000,37,65,"Edgecombe County, NC",North Carolina,Edgecombe,16
CN3706700000000,37,67,"Forsyth County, NC",North Carolina,Forsyth,16
CN3706900000000,37,69,"Franklin County, NC",North Carolina,Franklin,12
CN3707100000000,37,71,"Gaston County, NC",North Carolina,Gaston,22
CN3707300000000,37,73,"Gates County, NC",North Carolina,Gates,
CN3707500000000,37,75,"Graham County, NC",North Carolina,Graham,
CN3707700000000,37,77,"Granville County, NC",North Carolina,Granville,13
CN3707900000000,37,79,"Greene County, NC",North Carolina,Greene,
CN3708100000000,37,81,"Guilford County, NC",North Carolina,Guilford,10
CN3708300000000,37,83,"Halifax County, NC",North Carolina,Halifax,18
CN3708500000000,37,85,"Harnett County, NC",North Carolina,Harnett,12
CN3708700000000,37,87,"Haywood County, NC",North Carolina,Haywood,21
CN3708900000000,37,89,"Henderson County, NC",North Carolina,Henderson,18
CN3709100000000,37,91,"Hertford County, NC",North Carolina,Hertford,
CN3709300000000,37,93,"Hoke County, NC",North Carolina,Hoke,10
CN3709500000000,37,95,"Hyde County, NC",North Carolina,Hyde,
CN3709700000000,37,97,"Iredell County, NC",North Carolina,Iredell,15
CN3709900000000,37,99,"Jackson County, NC",North Carolina,Jackson,13
CN3710100000000,37,101,"Johnston County, NC",North Carolina,Johnston,12
CN3710300000000,37,103,"Jones County, NC",North Carolina,Jones,
CN3710500000000,37,105,"Lee County, NC",North Carolina,Lee,13
CN3710700000000,37,107,"Lenoir County, NC",North Carolina,Lenoir,12
CN3710900000000,37,109,"Lincoln County, NC",North Carolina,Lincoln,15
CN3711100000000,37,111,"McDowell County, NC",North Carolina,McDowell,13
CN3711300000000,37,113,"Macon County, NC",North Carolina,Macon,16
CN3711500000000,37,115,"Madison County, NC",North Carolina,Madison,19
CN3711700000000,37,117,"Martin County, NC",North Carolina,Martin,
CN3711900000000,37,119,"Mecklenburg County, NC",North Carolina,Mecklenburg,9
CN3712100000000,37,121,"Mitchell County, NC",North Carolina,Mitchell,24
CN3712300000000,37,123,"Montgomery County, NC",North Carolina,Montgomery,
CN3712500000000,37,125,"Moore County, NC",North Carolina,Moore,13
CN3712700000000,37,127,"Nash County, NC",North Carolina,Nash,14
CN3712900000000,37,129,"New Hanover County, NC",North Carolina,New Hanover,21
CN3713100000000,37,131,"Northampton County, NC",North Carolina,Northampton,
CN3713300000000,37,133,"Onslow County, NC",North Carolina,Onslow,11
CN3713500000000,37,135,"Orange County, NC",North Carolina,Orange,7
CN3713700000000,37,137,"Pamlico County, NC",North Carolina,Pamlico,26
CN3713900000000,37,139,"Pasquotank County, NC",North Carolina,Pasquotank,9
CN3714100000000,37,141,"Pender County, NC",North Carolina,Pender,17
CN3714300000000,37,143,"Perquimans County, NC",North Carolina,Perquimans,
CN3714500000000,37,145,"Person County, NC",North Carolina,Person,12
CN3714700000000,37,147,"Pitt County, NC",North Carolina,Pitt,13
CN3714900000000,37,149,"Polk County, NC",North Carolina,Polk,
CN3715100000000,37,151,"Randolph County, NC",North Carolina,Randolph,19
CN3715300000000,37,153,"Richmond County, NC",North Carolina,Richmond,27
CN3715500000000,37,155,"Robeson County, NC",North Carolina,Robeson,15
CN3715700000000,37,157,"Rockingham County, NC",North Carolina,Rockingham,13
CN3715900000000,37,159,"Rowan County, NC",North Carolina,Rowan,23
CN3716100000000,37,161,"Rutherford County, NC",North Carolina,Rutherford,25
CN3716300000000,37,163,"Sampson County, NC",North Carolina,Sampson,17
CN3716500000000,37,165,"Scotland County, NC",North Carolina,Scotland,19
CN3716700000000,37,167,"Stanly County, NC",North Carolina,Stanly,18
CN3716900000000,37,169,"Stokes County, NC",North Carolina,Stokes,20
CN3717100000000,37,171,"Surry County, NC",North Carolina,Surry,18
CN3717300000000,37,173,"Swain County, NC",North Carolina,Swain,
CN3717500000000,37,175,"Transylvania County, NC",North Carolina,Transylvania,20
CN3717700000000,37,177,"Tyrrell County, NC",North Carolina,Tyrrell,
CN3717900000000,37,179,"Union County, NC",North Carolina,Union,11
CN3718100000000,37,181,"Vance County, NC",North Carolina,Vance,13
CN3718300000000,37,183,"Wake County, NC",North Carolina,Wake,8
CN3718500000000,37,185,"Warren County, NC",North Carolina,Warren,
CN3718700000000,37,187,"Washington County, NC",North Carolina,Washington,
CN3718900000000,37,189,"Watauga County, NC",North Carolina,Watauga,13
CN3719100000000,37,191,"Wayne County, NC",North Carolina,Wayne,10
CN3719300000000,37,193,"Wilkes County, NC",North Carolina,Wilkes,39
CN3719500000000,37,195,"Wilson County, NC",North Carolina,Wilson,9
CN3719700000000,37,197,"Yadkin County, NC",North Carolina,Yadkin,23
CN3719900000000,37,199,"Yancey County, NC",North Carolina,Yancey,32
CN3800100000000,38,1,"Adams County, ND",North Dakota,Adams,
CN3800300000000,38,3,"Barnes County, ND",North Dakota,Barnes,
CN3800500000000,38,5,"Benson County, ND",North Dakota,Benson,
CN3800700000000,38,7,"Billings County, ND",North Dakota,Billings,
CN3800900000000,38,9,"Bottineau County, ND",North Dakota,Bottineau,
CN3801100000000,38,11,"Bowman County, ND",North Dakota,Bowman,
CN3801300000000,38,13,"Burke County, ND",North Dakota,Burke,
CN3801500000000,38,15,"Burleigh County, ND",North Dakota,Burleigh,4
CN3801700000000,38,17,"Cass County, ND",North Dakota,Cass,5
CN3801900000000,38,19,"Cavalier County, ND",North Dakota,Cavalier,
